admission_number,student_name,grade,section,total_fee,paid_amount,due_amount,late_fee,status
ADM-2026-04971,Ayaan Malhotra,12th Grade,A,12000.0,6259.61,5740.39,0.0,PENDING_DUE
ADM-2026-04972,Rohan Das,11th Grade,D,12000.0,6423.58,5576.42,0.0,PENDING_DUE
ADM-2026-04973,Sanya Singh,9th Grade,B,22000.0,1696.21,20303.79,1000.0,DEFAULT_AGED
ADM-2026-04974,Diya Gupta,11th Grade,D,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-04975,Pankaj Rao,9th Grade,C,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-04976,Vivaan Verma,9th Grade,C,22000.0,4647.51,17352.49,0.0,PENDING_DUE
ADM-2026-04977,Sai Bose,12th Grade,A,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-04978,Ananya Gupta,10th Grade,A,15000.0,142.92,14857.08,500.0,DEFAULT_AGED
ADM-2026-04979,Pari Malhotra,9th Grade,B,18000.0,1613.82,16386.18,500.0,DEFAULT_AGED
ADM-2026-04980,Ishaan Choudhury,11th Grade,A,12000.0,1113.05,10886.95,250.0,DEFAULT_AGED
ADM-2026-04981,Pankaj Patel,11th Grade,B,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-04982,Arjun Deshmukh,11th Grade,A,15000.0,8097.23,6902.77,0.0,PENDING_DUE
ADM-2026-04983,Diya Bose,10th Grade,A,15000.0,9406.23,5593.77,0.0,PENDING_DUE
ADM-2026-04984,Sanya Choudhury,12th Grade,A,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-04985,Sai Menon,10th Grade,B,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-04986,Amit Malhotra,12th Grade,A,15000.0,2123.67,12876.33,500.0,DEFAULT_AGED
ADM-2026-04987,Sanya Pillai,10th Grade,B,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-04988,Sanya Rao,11th Grade,A,22000.0,2243.07,19756.93,250.0,DEFAULT_AGED
ADM-2026-04989,Diya Verma,10th Grade,A,18000.0,4805.06,13194.94,0.0,PENDING_DUE
ADM-2026-04990,Rohan Sen,10th Grade,C,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-04991,Arjun Rao,9th Grade,D,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-04992,Sanya Choudhury,12th Grade,C,12000.0,2225.39,9774.61,1000.0,DEFAULT_AGED
ADM-2026-04993,Ishaan Joshi,9th Grade,B,15000.0,639.14,14360.86,250.0,DEFAULT_AGED
ADM-2026-04994,Pari Choudhury,10th Grade,A,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-04995,Reyansh Patel,10th Grade,D,15000.0,7886.91,7113.09,0.0,PENDING_DUE
ADM-2026-04996,Aadhya Malhotra,10th Grade,A,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-04997,Vikas Reddy,10th Grade,B,22000.0,4827.17,17172.83,0.0,PENDING_DUE
ADM-2026-04998,Anjali Patel,10th Grade,D,18000.0,5158.41,12841.59,250.0,DEFAULT_AGED
ADM-2026-04999,Ayaan Gupta,10th Grade,A,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-05000,Rohan Rao,9th Grade,A,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-05001,Krishna Das,9th Grade,B,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-05002,Ishaan Patel,12th Grade,B,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-05003,Diya Menon,11th Grade,C,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-05004,Krishna Patel,11th Grade,C,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-05005,Sai Sen,12th Grade,D,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-05006,Pankaj Deshmukh,12th Grade,D,22000.0,12374.08,9625.92,0.0,PENDING_DUE
ADM-2026-05007,Vivaan Nair,9th Grade,D,12000.0,14.5,11985.5,250.0,DEFAULT_AGED
ADM-2026-05008,Pankaj Menon,12th Grade,C,15000.0,7372.36,7627.64,0.0,PENDING_DUE
ADM-2026-05009,Arjun Pillai,10th Grade,B,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-05010,Rahul Deshmukh,12th Grade,C,12000.0,8052.29,3947.71,0.0,PENDING_DUE
ADM-2026-05011,Vivaan Nair,9th Grade,B,15000.0,2303.02,12696.98,250.0,DEFAULT_AGED
ADM-2026-05012,Vivaan Bose,11th Grade,A,22000.0,1186.13,20813.87,250.0,DEFAULT_AGED
ADM-2026-05013,Anjali Sen,10th Grade,A,18000.0,10505.05,7494.95,0.0,PENDING_DUE
ADM-2026-05014,Rahul Gupta,10th Grade,D,22000.0,5644.09,16355.91,500.0,DEFAULT_AGED
ADM-2026-05015,Pooja Nair,12th Grade,A,22000.0,2279.63,19720.37,500.0,DEFAULT_AGED
ADM-2026-05016,Meera Mehta,10th Grade,B,12000.0,6453.87,5546.13,0.0,PENDING_DUE
ADM-2026-05017,Sneha Nair,9th Grade,D,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-05018,Ishaan Malhotra,10th Grade,C,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-05019,Pooja Patel,10th Grade,A,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-05020,Sai Joshi,10th Grade,D,15000.0,5943.8,9056.2,0.0,PENDING_DUE
ADM-2026-05021,Ayaan Deshmukh,12th Grade,D,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-05022,Amit Patel,12th Grade,B,22000.0,14666.41,7333.59,0.0,PENDING_DUE
ADM-2026-05023,Diya Verma,12th Grade,D,15000.0,6986.24,8013.76,0.0,PENDING_DUE
ADM-2026-05024,Priya Kumar,10th Grade,A,22000.0,1197.79,20802.21,250.0,DEFAULT_AGED
ADM-2026-05025,Amit Das,11th Grade,C,15000.0,3867.12,11132.88,0.0,PENDING_DUE
ADM-2026-05026,Vikas Gupta,9th Grade,A,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-05027,Priya Kumar,9th Grade,B,12000.0,2473.49,9526.51,0.0,PENDING_DUE
ADM-2026-05028,Ayaan Verma,11th Grade,C,15000.0,9379.43,5620.57,0.0,PENDING_DUE
ADM-2026-05029,Ayaan Rao,12th Grade,D,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-05030,Priya Choudhury,9th Grade,D,15000.0,2789.03,12210.97,1000.0,DEFAULT_AGED
ADM-2026-05031,Reyansh Iyer,11th Grade,A,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-05032,Riya Bose,10th Grade,B,12000.0,5679.01,6320.99,0.0,PENDING_DUE
ADM-2026-05033,Ananya Mehta,11th Grade,B,22000.0,12862.86,9137.14,0.0,PENDING_DUE
ADM-2026-05034,Diya Rao,11th Grade,B,22000.0,111.03,21888.97,250.0,DEFAULT_AGED
ADM-2026-05035,Aarav Singh,9th Grade,A,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-05036,Amit Bose,11th Grade,B,18000.0,10831.12,7168.88,0.0,PENDING_DUE
ADM-2026-05037,Priya Gupta,10th Grade,A,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-05038,Vivaan Das,9th Grade,A,15000.0,2724.57,12275.43,250.0,DEFAULT_AGED
ADM-2026-05039,Aditya Patel,9th Grade,B,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-05040,Ayaan Choudhury,11th Grade,B,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-05041,Meera Sharma,11th Grade,D,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-05042,Vihaan Rao,11th Grade,D,22000.0,2943.45,19056.55,250.0,DEFAULT_AGED
ADM-2026-05043,Priya Malhotra,10th Grade,A,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-05044,Ayaan Sen,9th Grade,A,22000.0,10800.53,11199.47,0.0,PENDING_DUE
ADM-2026-05045,Meera Nair,11th Grade,D,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-05046,Pankaj Sen,11th Grade,A,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-05047,Aadhya Joshi,9th Grade,D,22000.0,8913.51,13086.49,0.0,PENDING_DUE
ADM-2026-05048,Aadhya Kumar,9th Grade,B,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-05049,Aarav Deshmukh,10th Grade,D,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-05050,Pankaj Bose,9th Grade,A,22000.0,12273.09,9726.91,0.0,PENDING_DUE
ADM-2026-05051,Anjali Menon,11th Grade,C,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-05052,Aarav Verma,9th Grade,B,22000.0,11975.25,10024.75,0.0,PENDING_DUE
ADM-2026-05053,Diya Reddy,10th Grade,C,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-05054,Priya Kumar,9th Grade,C,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-05055,Rohan Choudhury,12th Grade,D,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-05056,Sai Singh,11th Grade,D,12000.0,6377.04,5622.96,0.0,PENDING_DUE
ADM-2026-05057,Karan Das,12th Grade,A,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-05058,Sanya Menon,12th Grade,A,18000.0,7096.38,10903.62,0.0,PENDING_DUE
ADM-2026-05059,Sanya Reddy,12th Grade,B,18000.0,706.23,17293.77,250.0,DEFAULT_AGED
ADM-2026-05060,Vihaan Rao,11th Grade,C,15000.0,7152.72,7847.28,0.0,PENDING_DUE
ADM-2026-05061,Anjali Reddy,10th Grade,D,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-05062,Sanya Deshmukh,12th Grade,B,22000.0,10581.64,11418.36,0.0,PENDING_DUE
ADM-2026-05063,Amit Deshmukh,12th Grade,B,18000.0,5089.13,12910.87,500.0,DEFAULT_AGED
ADM-2026-05064,Vihaan Bose,9th Grade,C,18000.0,10105.29,7894.71,0.0,PENDING_DUE
ADM-2026-05065,Pari Choudhury,11th Grade,D,15000.0,302.55,14697.45,500.0,DEFAULT_AGED
ADM-2026-05066,Aarav Joshi,12th Grade,D,15000.0,9613.47,5386.53,0.0,PENDING_DUE
ADM-2026-05067,Amit Nair,10th Grade,A,15000.0,900.34,14099.66,250.0,DEFAULT_AGED
ADM-2026-05068,Diya Verma,11th Grade,D,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-05069,Vivaan Malhotra,10th Grade,C,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-05070,Priya Pillai,12th Grade,B,18000.0,8065.4,9934.6,0.0,PENDING_DUE
ADM-2026-05071,Meera Pillai,11th Grade,C,15000.0,3907.77,11092.23,500.0,DEFAULT_AGED
ADM-2026-05072,Karan Reddy,10th Grade,B,12000.0,4482.01,7517.99,0.0,PENDING_DUE
ADM-2026-05073,Arjun Joshi,12th Grade,B,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-05074,Krishna Malhotra,9th Grade,B,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-05075,Ananya Bose,11th Grade,D,18000.0,5951.46,12048.54,0.0,PENDING_DUE
ADM-2026-05076,Sneha Choudhury,10th Grade,A,15000.0,4125.61,10874.39,0.0,PENDING_DUE
ADM-2026-05077,Arjun Sen,10th Grade,A,18000.0,11204.76,6795.24,0.0,PENDING_DUE
ADM-2026-05078,Sneha Singh,11th Grade,B,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-05079,Pari Pillai,10th Grade,B,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-05080,Ayaan Patel,9th Grade,C,18000.0,2845.14,15154.86,1000.0,DEFAULT_AGED
ADM-2026-05081,Amit Pillai,9th Grade,A,18000.0,3879.57,14120.43,1000.0,DEFAULT_AGED
ADM-2026-05082,Priya Sharma,11th Grade,B,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-05083,Vihaan Kumar,9th Grade,A,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-05084,Karan Mehta,12th Grade,B,22000.0,15185.36,6814.64,0.0,PENDING_DUE
ADM-2026-05085,Sai Mehta,12th Grade,A,12000.0,4887.45,7112.55,0.0,PENDING_DUE
ADM-2026-05086,Aadhya Reddy,9th Grade,A,22000.0,11390.29,10609.71,0.0,PENDING_DUE
ADM-2026-05087,Amit Verma,11th Grade,A,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-05088,Sanya Reddy,12th Grade,C,15000.0,4126.29,10873.71,500.0,DEFAULT_AGED
ADM-2026-05089,Karan Gupta,10th Grade,D,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-05090,Vikas Patel,10th Grade,D,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-05091,Neha Deshmukh,12th Grade,B,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-05092,Sneha Nair,11th Grade,D,18000.0,2691.43,15308.57,500.0,DEFAULT_AGED
ADM-2026-05093,Krishna Patel,9th Grade,A,22000.0,10033.92,11966.08,0.0,PENDING_DUE
ADM-2026-05094,Riya Das,12th Grade,D,15000.0,7422.73,7577.27,0.0,PENDING_DUE
ADM-2026-05095,Rohan Verma,11th Grade,A,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-05096,Sai Menon,10th Grade,A,12000.0,5742.52,6257.48,0.0,PENDING_DUE
ADM-2026-05097,Sai Joshi,10th Grade,B,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-05098,Diya Kumar,10th Grade,D,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-05099,Pooja Mehta,10th Grade,C,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-05100,Pooja Pillai,9th Grade,D,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-05101,Neha Joshi,10th Grade,A,22000.0,10672.02,11327.98,0.0,PENDING_DUE
ADM-2026-05102,Neha Choudhury,12th Grade,D,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-05103,Sai Das,11th Grade,A,22000.0,4709.04,17290.96,0.0,PENDING_DUE
ADM-2026-05104,Kavita Sen,9th Grade,B,18000.0,7396.27,10603.73,0.0,PENDING_DUE
ADM-2026-05105,Rohan Joshi,12th Grade,C,12000.0,5871.25,6128.75,0.0,PENDING_DUE
ADM-2026-05106,Sneha Malhotra,10th Grade,C,18000.0,9093.93,8906.07,0.0,PENDING_DUE
ADM-2026-05107,Pankaj Choudhury,12th Grade,C,22000.0,10923.99,11076.01,0.0,PENDING_DUE
ADM-2026-05108,Aadhya Malhotra,12th Grade,A,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-05109,Krishna Choudhury,9th Grade,B,22000.0,4960.69,17039.31,500.0,DEFAULT_AGED
ADM-2026-05110,Reyansh Verma,10th Grade,A,12000.0,1092.21,10907.79,250.0,DEFAULT_AGED
ADM-2026-05111,Amit Gupta,11th Grade,C,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-05112,Amit Iyer,10th Grade,C,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-05113,Vivaan Menon,11th Grade,A,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-05114,Reyansh Rao,11th Grade,C,12000.0,203.59,11796.41,500.0,DEFAULT_AGED
ADM-2026-05115,Pooja Verma,9th Grade,D,18000.0,863.85,17136.15,500.0,DEFAULT_AGED
ADM-2026-05116,Vivaan Iyer,10th Grade,A,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-05117,Rahul Rao,11th Grade,D,15000.0,4857.76,10142.24,0.0,PENDING_DUE
ADM-2026-05118,Kavita Das,12th Grade,D,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-05119,Aadhya Nair,9th Grade,C,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-05120,Rohan Pillai,10th Grade,C,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-05121,Pooja Pillai,12th Grade,B,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-05122,Aditya Das,12th Grade,B,22000.0,11900.45,10099.55,0.0,PENDING_DUE
ADM-2026-05123,Sanya Singh,12th Grade,A,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-05124,Priya Deshmukh,11th Grade,A,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-05125,Kavita Patel,12th Grade,C,22000.0,999.51,21000.49,500.0,DEFAULT_AGED
ADM-2026-05126,Anjali Das,12th Grade,B,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-05127,Vivaan Reddy,12th Grade,C,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-05128,Priya Kumar,9th Grade,D,12000.0,1256.48,10743.52,500.0,DEFAULT_AGED
ADM-2026-05129,Vikas Gupta,12th Grade,A,12000.0,7652.65,4347.35,0.0,PENDING_DUE
ADM-2026-05130,Vihaan Deshmukh,12th Grade,D,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-05131,Riya Bose,10th Grade,D,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-05132,Rohan Kumar,9th Grade,D,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-05133,Aarav Kumar,12th Grade,A,22000.0,11929.93,10070.07,0.0,PENDING_DUE
ADM-2026-05134,Arjun Singh,12th Grade,D,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-05135,Sneha Sharma,9th Grade,B,18000.0,4124.82,13875.18,0.0,PENDING_DUE
ADM-2026-05136,Diya Das,10th Grade,B,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-05137,Ayaan Patel,11th Grade,B,15000.0,8071.87,6928.13,0.0,PENDING_DUE
ADM-2026-05138,Riya Bose,12th Grade,A,12000.0,6508.74,5491.26,0.0,PENDING_DUE
ADM-2026-05139,Pari Malhotra,9th Grade,C,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-05140,Vihaan Singh,11th Grade,C,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-05141,Vihaan Sen,10th Grade,A,12000.0,1006.97,10993.03,500.0,DEFAULT_AGED
ADM-2026-05142,Sai Reddy,9th Grade,B,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-05143,Vikas Mehta,10th Grade,C,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-05144,Pankaj Menon,9th Grade,A,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-05145,Arjun Rao,10th Grade,C,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-05146,Meera Deshmukh,11th Grade,A,15000.0,3133.21,11866.79,0.0,PENDING_DUE
ADM-2026-05147,Pankaj Menon,11th Grade,C,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-05148,Pari Gupta,9th Grade,C,12000.0,4896.11,7103.89,0.0,PENDING_DUE
ADM-2026-05149,Aadhya Iyer,9th Grade,B,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-05150,Pari Bose,10th Grade,D,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-05151,Reyansh Rao,11th Grade,C,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-05152,Amit Das,10th Grade,C,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-05153,Pari Mehta,11th Grade,C,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-05154,Diya Kumar,10th Grade,D,12000.0,3026.8,8973.2,0.0,PENDING_DUE
ADM-2026-05155,Krishna Bose,12th Grade,C,12000.0,2190.23,9809.77,250.0,DEFAULT_AGED
ADM-2026-05156,Diya Nair,9th Grade,B,15000.0,2794.6,12205.4,500.0,DEFAULT_AGED
ADM-2026-05157,Priya Nair,9th Grade,B,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-05158,Vikas Malhotra,10th Grade,D,18000.0,11706.35,6293.65,0.0,PENDING_DUE
ADM-2026-05159,Riya Kumar,10th Grade,C,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-05160,Pooja Nair,9th Grade,A,22000.0,301.27,21698.73,1000.0,DEFAULT_AGED
ADM-2026-05161,Reyansh Rao,9th Grade,A,15000.0,5454.32,9545.68,0.0,PENDING_DUE
ADM-2026-05162,Sanya Choudhury,10th Grade,D,15000.0,3044.48,11955.52,0.0,PENDING_DUE
ADM-2026-05163,Sai Patel,9th Grade,C,22000.0,11117.26,10882.74,0.0,PENDING_DUE
ADM-2026-05164,Kavita Malhotra,10th Grade,A,15000.0,7633.28,7366.72,0.0,PENDING_DUE
ADM-2026-05165,Pankaj Deshmukh,11th Grade,C,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-05166,Diya Rao,11th Grade,D,18000.0,2645.65,15354.35,500.0,DEFAULT_AGED
ADM-2026-05167,Ishaan Sharma,11th Grade,B,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-05168,Vivaan Kumar,10th Grade,D,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-05169,Amit Sen,10th Grade,A,22000.0,11731.5,10268.5,0.0,PENDING_DUE
ADM-2026-05170,Diya Sharma,12th Grade,D,18000.0,2118.62,15881.38,1000.0,DEFAULT_AGED
ADM-2026-05171,Pankaj Sen,11th Grade,B,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-05172,Amit Nair,12th Grade,A,15000.0,5174.78,9825.22,0.0,PENDING_DUE
ADM-2026-05173,Arjun Iyer,12th Grade,A,18000.0,11807.64,6192.36,0.0,PENDING_DUE
ADM-2026-05174,Pankaj Nair,11th Grade,C,15000.0,9236.22,5763.78,0.0,PENDING_DUE
ADM-2026-05175,Rahul Kumar,12th Grade,D,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-05176,Ayaan Sharma,10th Grade,C,15000.0,10079.6,4920.4,0.0,PENDING_DUE
ADM-2026-05177,Reyansh Gupta,9th Grade,D,22000.0,11321.35,10678.65,0.0,PENDING_DUE
ADM-2026-05178,Rahul Das,9th Grade,A,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-05179,Kavita Rao,9th Grade,A,15000.0,3660.42,11339.58,0.0,PENDING_DUE
ADM-2026-05180,Aditya Iyer,11th Grade,D,18000.0,2259.02,15740.98,1000.0,DEFAULT_AGED
ADM-2026-05181,Vikas Nair,12th Grade,A,18000.0,10360.29,7639.71,0.0,PENDING_DUE
ADM-2026-05182,Ayaan Reddy,9th Grade,C,15000.0,4443.2,10556.8,0.0,PENDING_DUE
ADM-2026-05183,Rahul Verma,12th Grade,A,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-05184,Aditya Nair,10th Grade,C,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-05185,Ishaan Mehta,10th Grade,A,18000.0,8926.88,9073.12,0.0,PENDING_DUE
ADM-2026-05186,Vikas Das,11th Grade,C,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-05187,Sai Rao,9th Grade,D,18000.0,7452.14,10547.86,0.0,PENDING_DUE
ADM-2026-05188,Diya Rao,12th Grade,A,18000.0,6652.27,11347.73,0.0,PENDING_DUE
ADM-2026-05189,Aadhya Malhotra,10th Grade,B,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-05190,Sanya Verma,10th Grade,C,22000.0,9111.14,12888.86,0.0,PENDING_DUE
ADM-2026-05191,Priya Kumar,10th Grade,B,15000.0,3099.21,11900.79,0.0,PENDING_DUE
ADM-2026-05192,Rahul Iyer,11th Grade,A,15000.0,6034.25,8965.75,0.0,PENDING_DUE
ADM-2026-05193,Aadhya Iyer,12th Grade,A,18000.0,6871.41,11128.59,0.0,PENDING_DUE
ADM-2026-05194,Diya Choudhury,9th Grade,C,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-05195,Sneha Rao,11th Grade,A,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-05196,Krishna Singh,10th Grade,B,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-05197,Amit Pillai,11th Grade,D,12000.0,2566.57,9433.43,500.0,DEFAULT_AGED
ADM-2026-05198,Meera Choudhury,10th Grade,B,18000.0,8027.79,9972.21,0.0,PENDING_DUE
ADM-2026-05199,Pari Sen,9th Grade,C,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-05200,Pari Menon,12th Grade,D,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-05201,Reyansh Pillai,12th Grade,A,22000.0,12121.53,9878.47,0.0,PENDING_DUE
ADM-2026-05202,Priya Malhotra,12th Grade,D,18000.0,5460.92,12539.08,0.0,PENDING_DUE
ADM-2026-05203,Vihaan Gupta,12th Grade,A,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-05204,Sai Bose,11th Grade,A,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-05205,Arjun Reddy,12th Grade,B,15000.0,7644.49,7355.51,0.0,PENDING_DUE
ADM-2026-05206,Priya Bose,9th Grade,B,18000.0,9132.65,8867.35,0.0,PENDING_DUE
ADM-2026-05207,Aadhya Mehta,10th Grade,B,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-05208,Kavita Reddy,11th Grade,D,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-05209,Karan Iyer,10th Grade,A,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-05210,Ananya Sharma,11th Grade,B,15000.0,3658.78,11341.22,1000.0,DEFAULT_AGED
ADM-2026-05211,Diya Verma,10th Grade,A,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-05212,Pankaj Kumar,11th Grade,D,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-05213,Aditya Reddy,9th Grade,D,15000.0,3916.55,11083.45,0.0,PENDING_DUE
ADM-2026-05214,Pooja Joshi,11th Grade,D,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-05215,Reyansh Malhotra,11th Grade,A,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-05216,Rohan Pillai,10th Grade,A,15000.0,7908.92,7091.08,0.0,PENDING_DUE
ADM-2026-05217,Pankaj Das,9th Grade,B,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-05218,Riya Bose,9th Grade,B,12000.0,5271.43,6728.57,0.0,PENDING_DUE
ADM-2026-05219,Karan Pillai,9th Grade,A,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-05220,Neha Gupta,10th Grade,A,15000.0,3570.96,11429.04,0.0,PENDING_DUE
ADM-2026-05221,Ananya Patel,11th Grade,D,22000.0,3857.35,18142.65,1000.0,DEFAULT_AGED
ADM-2026-05222,Krishna Iyer,10th Grade,D,22000.0,12397.36,9602.64,0.0,PENDING_DUE
ADM-2026-05223,Priya Kumar,10th Grade,D,15000.0,4683.13,10316.87,0.0,PENDING_DUE
ADM-2026-05224,Pankaj Bose,9th Grade,C,22000.0,6052.17,15947.83,0.0,PENDING_DUE
ADM-2026-05225,Ishaan Nair,11th Grade,C,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-05226,Neha Mehta,12th Grade,A,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-05227,Reyansh Singh,12th Grade,A,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-05228,Vivaan Malhotra,12th Grade,C,18000.0,12247.18,5752.82,0.0,PENDING_DUE
ADM-2026-05229,Aditya Menon,10th Grade,C,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-05230,Neha Kumar,9th Grade,A,18000.0,2160.34,15839.66,250.0,DEFAULT_AGED
